740.0,1033.0,700.0,1430.0,740.0,1600.0,157609.0,159209.0,40.0,397.0,399.01002493671757,0.10024810781720069,1.4703795447674997,84.24654219754503
745.0,1032.0,699.0,1429.0,745.0,2116.0,157609.0,159725.0,46.0,397.0,399.6561021678513,0.11509895570337242,1.45544170994213,83.3906673069878
737.0,1036.0,703.0,1429.0,737.0,1156.0,154449.0,155605.0,34.0,393.0,394.46799616698945,0.08619203669340728,1.4844972106667076,85.0554248701454
737.0,1034.0,697.0,1429.0,737.0,1600.0,156025.0,157625.0,40.0,395.0,397.0201506221063,0.10075055368681525,1.4698745421276027,84.21760767763595
738.0,1034.0,698.0,1429.0,738.0,1600.0,156025.0,157625.0,40.0,395.0,397.0201506221063,0.10075055368681525,1.4698745421276027,84.21760767763595
738.0,1036.0,698.0,1430.0,738.0,1600.0,155236.0,156836.0,40.0,394.0,396.0252517201397,0.10100366031271893,1.469620137757336,84.20303138092999
739.0,1034.0,699.0,1429.0,739.0,1600.0,156025.0,157625.0,40.0,395.0,397.0201506221063,0.10075055368681525,1.4698745421276027,84.21760767763595
740.0,1035.0,700.0,1430.0,740.0,1600.0,156025.0,157625.0,40.0,395.0,397.0201506221063,0.10075055368681525,1.4698745421276027,84.21760767763595
739.0,1035.0,705.0,1435.0,739.0,1156.0,160000.0,161156.0,34.0,400.0,401.4423993551254,0.0846945914398115,1.4860001522716937,85.14153708096572
739.0,1032.0,699.0,1431.0,739.0,1600.0,159201.0,160801.0,40.0,399.0,401.0,0.09975062344139651,1.4708795353510111,84.2751895477765
738.0,1033.0,699.0,1430.0,738.0,1521.0,157609.0,159130.0,39.0,397.0,398.911017646793,0.09776616406852842,1.4728737438687702,84.38944927931314
737.0,1033.0,698.0,1430.0,737.0,1521.0,157609.0,159130.0,39.0,397.0,398.911017646793,0.09776616406852842,1.4728737438687702,84.38944927931314
736.0,1033.0,702.0,1431.0,736.0,1156.0,158404.0,159560.0,34.0,398.0,399.4496213541828,0.08511711660843704,1.4855760958227675,85.11724043616694
731.0,1033.0,697.0,1431.0,731.0,1156.0,158404.0,159560.0,34.0,398.0,399.4496213541828,0.08511711660843704,1.4855760958227675,85.11724043616694
730.0,1035.0,696.0,1431.0,730.0,1156.0,156816.0,157972.0,34.0,396.0,397.4569159041015,0.08554386309434235,1.48514778716437,85.09270015771185
734.0,1037.0,700.0,1431.0,734.0,1156.0,155236.0,156392.0,34.0,394.0,395.4642841016114,0.0859748942366284,1.4847151621754553,85.06791257173515
733.0,1035.0,694.0,1431.0,733.0,1521.0,156816.0,158337.0,39.0,396.0,397.91582024342785,0.09801067968632529,1.4726280482716654,84.3753719585541
732.0,1034.0,698.0,1425.0,732.0,1156.0,152881.0,154037.0,34.0,391.0,392.4754769409167,0.086629616364842,1.4840579881189115,85.0302592718897
732.0,1035.0,698.0,1431.0,732.0,1156.0,156816.0,157972.0,34.0,396.0,397.4569159041015,0.08554386309434235,1.48514778716437,85.09270015771185
727.0,1035.0,699.0,1425.0,727.0,784.0,152100.0,152884.0,28.0,390.0,391.0038362983156,0.07161055058968131,1.4991244305388591,85.89350283482956
727.0,1033.0,698.0,1430.0,727.0,841.0,157609.0,158450.0,29.0,397.0,398.05778474990285,0.07285374413220058,1.4978779809974019,85.82208653672805
726.0,1033.0,698.0,1430.0,726.0,784.0,157609.0,158393.0,28.0,397.0,397.9861806646055,0.07035420162891638,1.5003839566506152,85.96566836521971
726.0,1034.0,692.0,1424.0,726.0,1156.0,152100.0,153256.0,34.0,390.0,391.4792459377636,0.08685007022161587,1.4838367002269715,85.01758040962419
726.0,1033.0,697.0,1429.0,726.0,841.0,156816.0,157657.0,29.0,396.0,397.0604487984166,0.07303673807794187,1.4976944982436766,85.81157374932616
724.0,1034.0,695.0,1429.0,724.0,841.0,156025.0,156866.0,29.0,395.0,396.0631262816573,0.07322065114281018,1.497510091431617,85.80100801728167
723.0,1035.0,701.0,1429.0,723.0,484.0,155236.0,155720.0,22.0,394.0,394.6137351892354,0.05575072035809901,1.5150166857680007,86.8040619864041
721.0,1034.0,698.0,1423.0,721.0,529.0,151321.0,151850.0,23.0,389.0,389.6793553679743,0.05902288556775376,1.5117391177109636,86.61627116966898
721.0,1035.0,703.0,1423.0,721.0,324.0,150544.0,150868.0,18.0,388.0,388.41730136542577,0.04634191097235772,1.5244378126682037,87.3438527960429
720.0,1040.0,697.0,1429.0,720.0,529.0,151321.0,151850.0,23.0,389.0,389.6793553679743,0.05902288556775376,1.5117391177109636,86.61627116966898
714.0,1039.0,703.0,1424.0,714.0,121.0,148225.0,148346.0,11.0,385.0,385.1571108002551,0.02855977389887699,1.5422326689561365,88.36342295838328
713.0,1041.0,701.0,1429.0,713.0,144.0,150544.0,150688.0,12.0,388.0,388.1855226563711,0.030913053938445352,1.539878347231854,88.22853025996592
